cik,sic,sic1,sic2,sic3
831231,6020,6,60,602
831241,3679,3,36,367
831243,5010,5,50,501
831246,6159,6,61,615
831256,3312,3,33,331
831259,1000,1,10,100
831300,6798,6,67,679
831320,7389,7,73,738
831323,5990,5,59,599
831327,2060,2,20,206
831460,6411,6,64,641
831463,3634,3,36,363
831529,7372,7,73,737
831532,3580,3,35,358
831547,2836,2,28,283
831641,8711,8,87,871
831655,6726,6,67,672
831669,7372,7,73,737
831671,9995,9,99,999
831677,6020,6,60,602
831752,3579,3,35,357
831777,3842,3,38,384
831861,3861,3,38,386
831906,6411,6,64,641
831959,6020,6,60,602
831964,1381,1,13,138
831968,4011,4,40,401
831970,7990,7,79,799
831979,6020,6,60,602
831984,5812,5,58,581
832092,6531,6,65,653
832101,3561,3,35,356
832149,5090,5,50,509
832175,7370,7,73,737
832177,5411,5,54,541
832320,5961,5,59,596
832324,6211,6,62,621
832327,6726,6,67,672
832334,3444,3,34,344
832342,6162,6,61,616
832370,4899,4,48,489
832404,2835,2,28,283
832407,5812,5,58,581
832411,4899,4,48,489
832412,5812,5,58,581
832428,4833,4,48,483
832438,5090,5,50,509
832440,8011,8,80,801
832480,6311,6,63,631
832483,8200,8,82,820
832485,5961,5,59,596
832488,7370,7,73,737
832518,1000,1,10,100
832519,1040,1,10,104
832534,6726,6,67,672
832754,6726,6,67,672
832767,7372,7,73,737
832768,2020,2,20,202
832769,6036,6,60,603
832770,6035,6,60,603
832812,8351,8,83,835
832813,6512,6,65,651
832815,2840,2,28,284
832820,1311,1,13,131
832847,6020,6,60,602
832904,6726,6,67,672
832922,5912,5,59,591
832925,6726,6,67,672
832985,3721,3,37,372
832988,5944,5,59,594
832989,6311,6,63,631
832995,5735,5,57,573
833020,4400,4,44,440
833021,6726,6,67,672
833029,6020,6,60,602
833040,6726,6,67,672
833053,3089,3,30,308
833072,6726,6,67,672
833076,3640,3,36,364
833079,1531,1,15,153
833081,1381,1,13,138
833088,6798,6,67,679
833140,3841,3,38,384
833216,3990,3,39,399
833251,6726,6,67,672
833298,2834,2,28,283
833299,2836,2,28,283
833320,1311,1,13,131
833376,1044,1,10,104
833441,8741,8,87,874
833443,5734,5,57,573
833444,3585,3,35,358
833498,3569,3,35,356
833619,3577,3,35,357
833640,3674,3,36,367
833795,6552,6,65,655
833796,1040,1,10,104
833829,7373,7,73,737
833845,1389,1,13,138
833847,7372,7,73,737
834105,6020,6,60,602
834208,7370,7,73,737
834263,4953,4,49,495
834285,6020,6,60,602
834365,3845,3,38,384
834408,6411,6,64,641
834557,2836,2,28,283
834933,6726,6,67,672
835011,2085,2,20,208
835012,6020,6,60,602
835014,4955,4,49,495
835015,100,0,1,10
835170,1531,1,15,153
835176,8711,8,87,871
835268,6726,6,67,672
835270,7372,7,73,737
835316,3845,3,38,384
835324,6020,6,60,602
835333,6726,6,67,672
835342,2013,2,20,201
835344,4512,4,45,451
835345,6020,6,60,602
835403,2085,2,20,208
835404,1040,1,10,104
835405,3260,3,32,326
835409,3089,3,30,308
835494,3081,3,30,308
835538,5065,5,50,506
835540,4400,4,44,440
835541,3672,3,36,367
835582,5411,5,54,541
835585,3661,3,36,366
835640,7822,7,78,782
835664,6798,6,67,679
835715,4911,4,49,491
835729,7372,7,73,737
835759,3443,3,34,344
835768,4512,4,45,451
835887,2836,2,28,283
835904,4813,4,48,481
835908,8082,8,80,808
835910,3620,3,36,362
835948,6726,6,67,672
836043,6020,6,60,602
836044,1311,1,13,131
836102,3585,3,35,358
836106,3559,3,35,355
836123,6795,6,67,679
836147,6020,6,60,602
836157,3523,3,35,352
836190,4522,4,45,452
836212,6726,6,67,672
836267,6726,6,67,672
836400,2080,2,20,208
836412,6726,6,67,672
836425,6726,6,67,672
836429,3841,3,38,384
836435,1311,1,13,131
836442,1311,1,13,131
836616,6020,6,60,602
836666,4922,4,49,492
836690,3577,3,35,357
836809,3651,3,36,365
836819,6035,6,60,603
836866,5600,5,56,560
836868,8731,8,87,873
837022,5700,5,57,570
837028,7200,7,72,720
837038,3842,3,38,384
837166,7373,7,73,737
837173,1220,1,12,122
837290,1311,1,13,131
837292,5110,5,51,511
837298,7900,7,79,790
837336,6798,6,67,679
837339,4213,4,42,421
837429,2860,2,28,286
837465,3949,3,39,394
837472,2860,2,28,286
837488,2750,2,27,275
837600,9995,9,99,999
837602,6035,6,60,603
837635,4955,4,49,495
837676,6036,6,60,603
837759,1311,1,13,131
837852,7370,7,73,737
837854,6411,6,64,641
837912,2330,2,23,233
837913,3559,3,35,355
837949,6726,6,67,672
837951,6726,6,67,672
837987,7373,7,73,737
837991,3845,3,38,384
837993,4813,4,48,481
838131,6726,6,67,672
838133,6726,6,67,672
838171,2090,2,20,209
838179,7812,7,78,781
838224,3443,3,34,344
838443,8011,8,80,801
838445,3571,3,35,357
838782,7990,7,79,799
838803,7812,7,78,781
838868,4911,4,49,491
838875,2084,2,20,208
838877,3714,3,37,371
838879,2835,2,28,283
839087,5047,5,50,504
839091,6020,6,60,602
839100,5065,5,50,506
839122,6726,6,67,672
839123,6726,6,67,672
839124,6726,6,67,672
839219,6552,6,65,655
839431,4833,4,48,483
839435,7372,7,73,737
839436,3577,3,35,357
839468,4731,4,47,473
839470,1090,1,10,109
839477,6798,6,67,679
839479,4953,4,49,495
839480,4512,4,45,451
839533,6726,6,67,672
839538,6036,6,60,603
839539,6035,6,60,603
839621,4833,4,48,483
839636,6726,6,67,672
839845,6036,6,60,603
839871,1389,1,13,138
839923,4812,4,48,481
839950,1311,1,13,131
840007,6020,6,60,602
840068,6036,6,60,603
840115,6035,6,60,603
840163,6351,6,63,635
840216,1531,1,15,153
840248,6726,6,67,672
840249,3577,3,35,357
840251,4610,4,46,461
840252,6035,6,60,603
840254,7372,7,73,737
840256,6020,6,60,602
840260,7822,7,78,782
840264,6020,6,60,602
840319,2836,2,28,283
840346,6794,6,67,679
840387,6036,6,60,603
840401,5912,5,59,591
840402,2911,2,29,291
840404,6799,6,67,679
840458,6035,6,60,603
840467,3826,3,38,382
840489,5900,5,59,590
840491,8090,8,80,809
840518,6794,6,67,679
840551,3845,3,38,384
840715,3663,3,36,366
840759,2870,2,28,287
840815,3944,3,39,394
840824,7372,7,73,737
840826,5812,5,58,581
840883,3559,3,35,355
840887,2200,2,22,220
840889,9995,9,99,999
840997,6798,6,67,679
841054,5940,5,59,594
841057,6726,6,67,672
841071,1400,1,14,140
841073,3730,3,37,373
841074,6035,6,60,603
841075,7373,7,73,737
841076,3841,3,38,384
841112,2835,2,28,283
841128,4841,4,48,484
841168,2834,2,28,283
841243,8734,8,87,873
841390,4412,4,44,441
841528,6311,6,63,631
841534,6020,6,60,602
841555,6795,6,67,679
841692,3559,3,35,355
841693,5065,5,50,506
841709,5172,5,51,517
841712,3845,3,38,384
841883,6411,6,64,641
841909,6036,6,60,603
841939,3845,3,38,384
842009,7812,7,78,781
842021,3312,3,33,331
842023,2836,2,28,283
842162,2531,2,25,253
842180,6020,6,60,602
842183,6798,6,67,679
842289,9995,9,99,999
842294,4412,4,44,441
842295,2810,2,28,281
842310,6794,6,67,679
842396,3444,3,34,344
842399,4955,4,49,495
842518,6020,6,60,602
842519,4813,4,48,481
842570,1531,1,15,153
842633,3460,3,34,346
842635,2860,2,28,286
842638,3669,3,36,366
842640,6035,6,60,603
842662,3585,3,35,358
842679,3310,3,33,331
842681,2320,2,23,232
842691,3510,3,35,351
842694,2834,2,28,283
842695,7373,7,73,737
842696,3577,3,35,357
842697,8711,8,87,871
842699,2670,2,26,267
842705,6020,6,60,602
842718,3330,3,33,333
842807,7389,7,73,738
842808,1311,1,13,131
842815,1389,1,13,138
842888,100,0,1,10
842891,6726,6,67,672
842905,6726,6,67,672
842913,5411,5,54,541
842915,4812,4,48,481
842916,4950,4,49,495
842919,7372,7,73,737
842927,9995,9,99,999
843006,7370,7,73,737
843028,2741,2,27,274
843063,6726,6,67,672
843081,5621,5,56,562
843082,6035,6,60,603
843086,7373,7,73,737
843090,4412,4,44,441
843287,6726,6,67,672
843405,2511,2,25,251
843462,3569,3,35,356
843494,2844,2,28,284
843495,6036,6,60,603
843506,6726,6,67,672
843615,6726,6,67,672
843761,3560,3,35,356
843766,6726,6,67,672
843918,7372,7,73,737
843961,3080,3,30,308
843964,6552,6,65,655
844008,3827,3,38,382
844053,3663,3,36,366
844059,6512,6,65,651
844143,2300,2,23,230
844150,6020,6,60,602
844161,6794,6,67,679
844162,6035,6,60,603
844172,6726,6,67,672
844643,3576,3,35,357
844778,6726,6,67,672
844780,7372,7,73,737
844787,3960,3,39,396
844788,1040,1,10,104
844789,2430,2,24,243
844790,6726,6,67,672
844843,4812,4,48,481
844849,4220,4,42,422
844856,3842,3,38,384
844887,7990,7,79,799
844965,1389,1,13,138
844985,3845,3,38,384
845033,1400,1,14,140
845047,3661,3,36,366
845072,3612,3,36,361
845289,1311,1,13,131
845379,6726,6,67,672
845401,8071,8,80,807
845414,4813,4,48,481
845434,3861,3,38,386
845568,7812,7,78,781
845572,1040,1,10,104
845605,8093,8,80,809
845606,6726,6,67,672
845607,7372,7,73,737
845611,6726,6,67,672
845613,6798,6,67,679
845752,3842,3,38,384
845753,8731,8,87,873
845779,5047,5,50,504
845802,2834,2,28,283
845812,4833,4,48,483
845815,6331,6,63,633
845818,7373,7,73,737
845851,6726,6,67,672
845877,6111,6,61,611
845880,2911,2,29,291
845982,3842,3,38,384
846007,6035,6,60,603
846340,6331,6,63,633
846378,6141,6,61,614
846463,3842,3,38,384
846464,1700,1,17,170
846469,7011,7,70,701
846472,6035,6,60,603
846489,8062,8,80,806
846492,6035,6,60,603
846537,6799,6,67,679
846538,5122,5,51,512
846546,3590,3,35,359
846596,6726,6,67,672
846609,6020,6,60,602
846614,5110,5,51,511
846615,3060,3,30,306
846617,6020,6,60,602
846656,6035,6,60,603
846657,3430,3,34,343
846659,3714,3,37,371
846660,3585,3,35,358
846671,6726,6,67,672
846676,6726,6,67,672
846677,6035,6,60,603
846718,7372,7,73,737
846729,4213,4,42,421
846732,7371,7,73,737
846753,6035,6,60,603
846768,6035,6,60,603
846771,3845,3,38,384
846775,7372,7,73,737
846801,6036,6,60,603
846807,6036,6,60,603
846809,6020,6,60,602
846814,6035,6,60,603
846815,3714,3,37,371
846869,6035,6,60,603
846871,1311,1,13,131
846872,3790,3,37,379
846876,3555,3,35,355
846878,4833,4,48,483
846901,6020,6,60,602
846902,3081,3,30,308
846903,6020,6,60,602
846909,3576,3,35,357
846913,3569,3,35,356
846917,6035,6,60,603
846919,3350,3,33,335
846923,7822,7,78,782
846930,4911,4,49,491
846931,6035,6,60,603
846976,4955,4,49,495
846979,6020,6,60,602
846980,6035,6,60,603
847074,1311,1,13,131
847260,6035,6,60,603
847322,6798,6,67,679
847325,6035,6,60,603
847383,4841,4,48,484
847385,2090,2,20,209
847411,6726,6,67,672
847413,7361,7,73,736
847420,7822,7,78,782
847431,6351,6,63,635
847434,7372,7,73,737
847468,4953,4,49,495
847469,7812,7,78,781
847535,1311,1,13,131
847541,3312,3,33,331
847555,7373,7,73,737
847562,2834,2,28,283
847593,6726,6,67,672
847595,4955,4,49,495
847619,5990,5,59,599
847777,2082,2,20,208
847831,4412,4,44,441
847841,2741,2,27,274
847903,2052,2,20,205
847908,5961,5,59,596
847917,2084,2,20,208
847929,3841,3,38,384
847931,3663,3,36,366
847935,5912,5,59,591
848013,7310,7,73,731
848077,6726,6,67,672
848092,7363,7,73,736
848101,3844,3,38,384
848102,3845,3,38,384
848135,3651,3,36,365
848207,2834,2,28,283
848296,2090,2,20,209
848446,3060,3,30,306
848448,1040,1,10,104
848462,3672,3,36,367
848468,5047,5,50,504
848551,7372,7,73,737
848865,4953,4,49,495
849043,2834,2,28,283
849101,5812,5,58,581
849116,6099,6,60,609
849135,6726,6,67,672
849145,6799,6,67,679
849146,2834,2,28,283
849210,4924,4,49,492
849212,6020,6,60,602
849213,2400,2,24,240
849240,3490,3,34,349
849314,2330,2,23,233
849323,3559,3,35,355
849343,3089,3,30,308
849354,7990,7,79,799
849395,3241,3,32,324
849399,7372,7,73,737
849401,2891,2,28,289
849433,7372,7,73,737
849448,3842,3,38,384
849493,4841,4,48,484
849502,3674,3,36,367
849537,6798,6,67,679
849547,7370,7,73,737
849636,2836,2,28,283
849642,3911,3,39,391
849667,2090,2,20,209
849682,5940,5,59,594
849696,2711,2,27,271
849706,2430,2,24,243
849778,3826,3,38,382
849803,6035,6,60,603
849805,5130,5,51,513
849865,6020,6,60,602
849869,3411,3,34,341
849979,3312,3,33,331
849997,1311,1,13,131
849998,6726,6,67,672
850027,6726,6,67,672
850033,6792,6,67,679
850036,2834,2,28,283
850083,7372,7,73,737
850091,7373,7,73,737
850141,6331,6,63,633
850143,6798,6,67,679
850208,3577,3,35,357
850209,5661,5,56,566
850217,9995,9,99,999
850218,4841,4,48,484
850219,1000,1,10,100
850261,2836,2,28,283
850309,5411,5,54,541
850315,4841,4,48,484
850316,5211,5,52,521
850338,5400,5,54,540
850341,7389,7,73,738
850414,6794,6,67,679
850426,6726,6,67,672
850429,3081,3,30,308
850436,3089,3,30,308
850460,3357,3,33,335
850475,3089,3,30,308
850476,3716,3,37,371
850483,5045,5,50,504
850496,6035,6,60,603
850519,3576,3,35,357
850579,3674,3,36,367
850606,6035,6,60,603
850629,4813,4,48,481
850645,3652,3,36,365
850660,3540,3,35,354
850670,4841,4,48,484
850693,2834,2,28,283
850695,2834,2,28,283
850808,3690,3,36,369
850882,8090,8,80,809
850922,4512,4,45,451
850971,3861,3,38,386
851091,5621,5,56,562
851105,6020,6,60,602
851169,6726,6,67,672
851170,6726,6,67,672
851199,7370,7,73,737
851205,3823,3,38,382
851207,6035,6,60,603
851249,8700,8,87,870
851292,3579,3,35,357
851310,3663,3,36,366
851368,5331,5,53,533
851397,3559,3,35,355
851476,8734,8,87,873
851478,3845,3,38,384
851479,2400,2,24,240
851520,8742,8,87,874
851560,7372,7,73,737
851588,3540,3,35,354
851616,2834,2,28,283
851631,5110,5,51,511
851635,6036,6,60,603
851697,6411,6,64,641
851720,7380,7,73,738
851726,1000,1,10,100
851729,3845,3,38,384
851737,3845,3,38,384
851785,6035,6,60,603
851943,7373,7,73,737
851945,4991,4,49,499
851961,3842,3,38,384
851968,2273,2,22,227
852004,8711,8,87,871
852015,6162,6,61,616
852124,4813,4,48,481
852164,7372,7,73,737
852187,8071,8,80,807
852196,5110,5,51,511
852203,6531,6,65,653
852220,6153,6,61,615
852426,3080,3,30,308
852448,5065,5,50,506
852450,6163,6,61,616
852485,7600,7,76,760
852551,1381,1,13,138
852564,3851,3,38,385
852574,5110,5,51,511
852615,6162,6,61,616
852618,6020,6,60,602
852637,3661,3,36,366
852766,4700,4,47,470
852769,2670,2,26,267
852772,5812,5,58,581
852807,7990,7,79,799
852952,2390,2,23,239
852954,6726,6,67,672
852984,6726,6,67,672
853017,8071,8,80,807
853020,6035,6,60,603
853022,2834,2,28,283
853074,8071,8,80,807
853102,2780,2,27,278
853258,3674,3,36,367
853261,3651,3,36,365
853266,3661,3,36,366
853273,7372,7,73,737
853275,6035,6,60,603
853372,7372,7,73,737
853436,5040,5,50,504
853461,6020,6,60,602
853474,6726,6,67,672
853529,5090,5,50,509
853532,4210,4,42,421
853547,3443,3,34,344
853665,5812,5,58,581
853695,3663,3,36,366
853697,7363,7,73,736
853706,7373,7,73,737
853770,6726,6,67,672
853816,4213,4,42,421
853832,7812,7,78,781
853867,3714,3,37,371
853892,5531,5,55,553
853935,6036,6,60,603
853971,9995,9,99,999
854009,4822,4,48,482
854071,6036,6,60,603
854088,4813,4,48,481
854093,3842,3,38,384
854094,2711,2,27,271
854098,6020,6,60,602
854099,3845,3,38,384
854125,6726,6,67,672
854152,7372,7,73,737
854153,2013,2,20,201
854154,200,0,2,20
854222,2834,2,28,283
854240,4412,4,44,441
854271,1311,1,13,131
854395,6035,6,60,603
854398,7372,7,73,737
854399,6020,6,60,602
854418,7372,7,73,737
854460,7374,7,73,737
854462,5045,5,50,504
854499,5411,5,54,541
854550,2330,2,23,233
854551,5013,5,50,501
854556,9995,9,99,999
854560,6020,6,60,602
854580,6726,6,67,672
854661,7359,7,73,735
854662,6035,6,60,603
854666,6035,6,60,603
854691,2834,2,28,283
854694,8062,8,80,806
854701,3674,3,36,367
854709,3440,3,34,344
854711,6159,6,61,615
854728,5140,5,51,514
854775,3576,3,35,357
854800,3812,3,38,381
854807,6321,6,63,632
854852,3679,3,36,367
854856,6726,6,67,672
854858,6794,6,67,679
854859,1600,1,16,160
854860,3714,3,37,371
854862,8011,8,80,801
854873,5812,5,58,581
854875,6798,6,67,679
854884,4011,4,40,401
854916,7372,7,73,737
854937,7370,7,73,737
854941,5944,5,59,594
854992,7372,7,73,737
855048,6726,6,67,672
855106,2834,2,28,283
855109,3572,3,35,357
855110,7841,7,78,784
855182,9995,9,99,999
855237,6726,6,67,672
855272,8060,8,80,806
855334,6351,6,63,635
855352,2834,2,28,283
855424,7340,7,73,734
855433,4833,4,48,483
855569,2020,2,20,202
855574,6036,6,60,603
855575,7819,7,78,781
855578,7310,7,73,731
855585,4899,4,48,489
855587,6324,6,63,632
855610,3572,3,35,357
855611,2834,2,28,283
855612,7370,7,73,737
855645,6020,6,60,602
855654,2836,2,28,283
855658,3674,3,36,367
855663,6282,6,62,628
855683,3843,3,38,384
855743,7372,7,73,737
855874,6020,6,60,602
855876,6020,6,60,602
855886,6726,6,67,672
855887,6726,6,67,672
855890,6035,6,60,603
855906,3674,3,36,367
855911,3728,3,37,372
855932,6035,6,60,603
856072,2834,2,28,283
856128,6726,6,67,672
856130,7389,7,73,738
856143,3841,3,38,384
856164,3620,3,36,362
856200,1700,1,17,170
856218,6726,6,67,672
856223,6020,6,60,602
856226,6726,6,67,672
856227,6726,6,67,672
856250,3640,3,36,364
856288,8000,8,80,800
856364,3312,3,33,331
856386,3531,3,35,353
856465,2911,2,29,291
856529,8200,8,82,820
856569,8731,8,87,873
856573,2836,2,28,283
856592,1311,1,13,131
856711,2330,2,23,233
856716,4922,4,49,492
856751,6035,6,60,603
856873,2082,2,20,208
856979,9995,9,99,999
856981,7370,7,73,737
856982,3841,3,38,384
856984,2835,2,28,283
856999,8000,8,80,800
857005,7372,7,73,737
857009,8082,8,80,808
857066,6726,6,67,672
857067,6172,6,61,617
857069,6035,6,60,603
857071,6799,6,67,679
857073,2070,2,20,207
857099,6726,6,67,672
857101,3571,3,35,357
857102,1311,1,13,131
857121,2836,2,28,283
857139,9995,9,99,999
857166,7372,7,73,737
857167,6020,6,60,602
857171,2834,2,28,283
857323,7370,7,73,737
857325,1000,1,10,100
857327,3576,3,35,357
857353,2834,2,28,283
857361,6726,6,67,672
857400,2510,2,25,251
857404,8011,8,80,801
857450,6036,6,60,603
857470,9995,9,99,999
857471,3851,3,38,385
857475,4955,4,49,495
857499,6020,6,60,602
857503,1311,1,13,131
857540,6726,6,67,672
857559,6036,6,60,603
857566,1311,1,13,131
857593,6020,6,60,602
857638,3842,3,38,384
857642,5940,5,59,594
857644,5171,5,51,517
857645,7359,7,73,735
857667,6035,6,60,603
857690,6726,6,67,672
857694,6726,6,67,672
857728,3841,3,38,384
857737,6794,6,67,679
857802,3842,3,38,384
857847,9995,9,99,999
857855,6020,6,60,602
857871,9995,9,99,999
857887,4953,4,49,495
857891,6020,6,60,602
857907,6036,6,60,603
857914,7372,7,73,737
857949,2870,2,28,287
857953,3559,3,35,355
857954,5331,5,53,533
858155,2820,2,28,282
858339,7990,7,79,799
858346,6798,6,67,679
858387,6512,6,65,651
858446,7011,7,70,701
858448,6035,6,60,603
858452,8090,8,80,809
858461,6726,6,67,672
858470,1311,1,13,131
858473,6331,6,63,633
858482,2821,2,28,282
858558,2731,2,27,273
858629,6411,6,64,641
858655,3310,3,33,331
858660,3841,3,38,384
858706,6726,6,67,672
858707,6726,6,67,672
858710,3540,3,35,354
858752,5047,5,50,504
858764,4813,4,48,481
858800,6020,6,60,602
858803,2834,2,28,283
858862,6035,6,60,603
858876,2834,2,28,283
858877,3576,3,35,357
858905,2860,2,28,286
858912,7380,7,73,738
858915,8200,8,82,820
858998,6726,6,67,672
859000,6726,6,67,672
859014,7372,7,73,737
859049,8082,8,80,808
859070,6020,6,60,602
859083,6036,6,60,603
859119,4011,4,40,401
859120,6726,6,67,672
859139,6311,6,63,631
859163,3670,3,36,367
859168,6036,6,60,603
859222,6035,6,60,603
859241,6035,6,60,603
859274,3640,3,36,364
859303,5961,5,59,596
859307,5080,5,50,508
859360,7372,7,73,737
859364,8000,8,80,800
859368,2834,2,28,283
859463,8734,8,87,873
859475,3674,3,36,367
859493,6324,6,63,632
859598,4412,4,44,441
859621,3620,3,36,362
859640,3826,3,38,382
859734,1311,1,13,131
859735,2030,2,20,203
859737,3844,3,38,384
859747,2834,2,28,283
859791,5331,5,53,533
859792,3674,3,36,367
859796,6726,6,67,672
859915,7372,7,73,737
859917,7359,7,73,735
859944,2390,2,23,239
860076,6726,6,67,672
860097,3533,3,35,353
860106,6035,6,60,603
860127,6726,6,67,672
860188,6726,6,67,672
860194,3634,3,36,363
860235,8721,8,87,872
860413,6020,6,60,602
860420,5013,5,50,501
860427,5065,5,50,506
860451,2835,2,28,283
860489,6726,6,67,672
860510,6726,6,67,672
860518,7389,7,73,738
860519,6020,6,60,602
860520,4931,4,49,493
860521,1381,1,13,138
860546,6798,6,67,679
860600,6035,6,60,603
860602,3241,3,32,324
860673,4941,4,49,494
860713,1311,1,13,131
860730,8062,8,80,806
860731,7373,7,73,737
860743,6726,6,67,672
860748,6331,6,63,633
860749,3576,3,35,357
860983,8082,8,80,808
861041,5211,5,52,521
861049,6411,6,64,641
861050,6099,6,60,609
861069,6726,6,67,672
861095,6035,6,60,603
861100,6726,6,67,672
861184,3444,3,34,344
861185,6726,6,67,672
861289,3571,3,35,357
861290,5047,5,50,504
861291,100,0,1,10
861361,2531,2,25,253
861388,4931,4,49,493
861393,5712,5,57,571
861419,5812,5,58,581
861438,7370,7,73,737
861439,8062,8,80,806
861459,1600,1,16,160
861460,6036,6,60,603
861461,6020,6,60,602
861499,6035,6,60,603
861625,6035,6,60,603
861631,2890,2,28,289
861819,1311,1,13,131
861838,2836,2,28,283
861842,6020,6,60,602
861865,6726,6,67,672
861875,7350,7,73,735
861876,6726,6,67,672
861878,4955,4,49,495
861884,5051,5,50,505
861888,1700,1,17,170
861896,2080,2,20,208
861992,8071,8,80,807
861997,6035,6,60,603
862003,5110,5,51,511
862022,6792,6,67,679
862077,6020,6,60,602
862078,1623,1,16,162
862147,5912,5,59,591
862148,3580,3,35,358
862150,4213,4,42,421
862255,3760,3,37,376
862313,6726,6,67,672
862316,1381,1,13,138
862323,1311,1,13,131
862338,6726,6,67,672
862371,3949,3,39,394
862420,7373,7,73,737
862450,2870,2,28,287
862480,3140,3,31,314
862486,2741,2,27,274
862510,6331,6,63,633
862564,7372,7,73,737
862599,6726,6,67,672
862668,3845,3,38,384
862692,8090,8,80,809
862695,6020,6,60,602
862716,6726,6,67,672
862803,7372,7,73,737
862813,6726,6,67,672
862831,6020,6,60,602
862841,5961,5,59,596
862861,4953,4,49,495
862885,4812,4,48,481
862913,1311,1,13,131
862928,7372,7,73,737
863015,7990,7,79,799
863022,6035,6,60,603
863061,7822,7,78,782
863064,1000,1,10,100
863110,4941,4,49,494
